time,tem,oxg,hum,carb,people,door,aircon
2018-01-07 16:26:51.0,19.40,20.90,66.20,73.30,3,1,1
2018-01-07 16:27:02.0,19.40,20.90,66.20,73.70,3,1,1
2018-01-07 16:27:12.0,19.40,20.90,66.20,74.00,3,1,1
2018-01-07 16:27:23.0,19.40,20.90,66.20,74.10,3,1,1
2018-01-07 16:27:34.0,19.40,20.90,66.10,74.60,3,1,1
2018-01-07 16:27:44.0,19.40,20.90,66.10,74.60,3,1,1
2018-01-07 16:27:55.0,19.40,20.90,66.10,74.80,3,1,1
2018-01-07 16:28:06.0,19.40,20.90,66.00,74.80,3,1,1
2018-01-07 16:28:17.0,19.40,20.90,65.90,75.00,3,1,1
2018-01-07 16:28:27.0,19.40,20.90,65.90,75.00,3,1,1
2018-01-07 16:28:38.0,19.40,20.90,65.90,75.10,3,1,1
2018-01-07 16:28:49.0,19.40,20.90,65.80,74.80,3,1,1
2018-01-07 16:29:00.0,19.40,20.90,65.70,74.60,3,1,1
2018-01-07 16:29:10.0,19.40,20.90,65.70,74.60,3,1,1
2018-01-07 16:29:21.0,19.40,20.90,65.70,74.70,3,1,1
2018-01-07 16:29:32.0,19.40,20.90,65.60,74.70,3,1,1
2018-01-07 16:29:42.0,19.50,20.90,65.60,74.60,3,1,1
2018-01-07 16:29:53.0,19.50,20.90,65.60,74.60,3,1,1
2018-01-07 16:30:04.0,19.50,20.90,65.60,74.50,3,1,1
2018-01-07 16:30:15.0,19.50,20.90,65.60,74.40,3,1,1
2018-01-07 16:30:25.0,19.50,20.90,65.60,73.90,3,1,1
2018-01-07 16:30:36.0,19.50,20.90,65.50,73.90,3,1,1
2018-01-07 16:30:47.0,19.50,20.90,65.50,73.80,3,1,1
2018-01-07 16:30:58.0,19.50,20.90,65.50,73.60,3,1,1
2018-01-07 16:31:08.0,19.50,20.90,65.50,73.40,3,1,1
2018-01-07 16:31:19.0,19.50,20.90,65.40,73.30,3,1,1
2018-01-07 16:31:30.0,19.50,20.90,65.40,73.00,3,1,1
2018-01-07 16:31:41.0,19.50,20.90,65.40,72.80,3,1,1
2018-01-07 16:31:51.0,19.50,20.90,65.40,72.80,3,1,1
2018-01-07 16:40:08.0,19.60,20.90,64.70,70.90,4,0,0
2018-01-07 16:40:19.0,19.60,20.90,64.70,70.80,4,0,0
2018-01-07 16:40:29.0,19.60,20.90,64.70,71.00,4,0,0
2018-01-07 16:40:40.0,19.60,20.90,64.70,71.00,4,0,0
2018-01-07 16:40:51.0,19.60,20.90,64.70,70.90,4,0,0
2018-01-07 16:41:01.0,19.60,20.90,64.70,70.90,4,0,0
2018-01-07 16:41:12.0,19.60,20.90,64.70,70.90,4,0,0
2018-01-07 16:41:23.0,19.60,20.90,64.70,70.70,4,0,0
2018-01-07 16:41:34.0,19.60,20.90,64.70,70.70,4,0,0
2018-01-07 16:41:44.0,19.60,20.90,64.70,70.70,4,0,0
2018-01-07 16:41:56.0,19.60,20.90,64.70,70.70,4,0,0
2018-01-07 16:42:07.0,19.60,20.90,64.70,70.50,4,0,0
2018-01-07 16:42:18.0,19.60,20.90,64.60,70.50,4,0,0
2018-01-07 16:42:28.0,19.60,20.90,64.60,70.70,4,0,0
2018-01-07 16:42:39.0,19.60,20.90,64.60,71.00,4,0,0
2018-01-07 16:42:50.0,19.60,20.90,64.70,70.60,4,0,0
2018-01-07 16:43:00.0,19.60,20.90,64.70,70.80,4,0,0
2018-01-07 16:43:11.0,19.60,20.90,64.70,71.00,4,0,0
2018-01-07 16:43:22.0,19.60,20.90,64.70,71.00,4,0,0
2018-01-07 16:43:33.0,19.60,20.90,64.70,71.20,4,0,0
2018-01-07 16:43:43.0,19.60,20.90,64.70,71.50,4,0,0
2018-01-07 16:43:54.0,19.60,20.90,64.70,71.70,4,0,0
2018-01-07 16:44:05.0,19.60,20.90,64.70,72.00,4,0,0
2018-01-07 16:44:15.0,19.60,20.90,64.70,72.00,4,0,0
2018-01-07 16:44:26.0,19.60,20.90,64.70,72.30,4,0,0
2018-01-07 16:44:37.0,19.70,20.90,64.70,72.50,4,0,0
2018-01-07 16:44:47.0,19.60,20.90,64.70,72.70,4,0,0
2018-01-07 16:44:58.0,19.70,20.90,64.70,72.70,4,0,0
2018-01-07 16:45:09.0,19.70,20.90,64.80,72.60,4,0,1
2018-01-07 16:45:19.0,19.70,20.90,64.80,72.60,4,0,1
2018-01-07 16:45:30.0,19.70,20.90,64.80,73.00,4,0,1
2018-01-07 16:45:41.0,19.70,20.90,64.80,73.40,4,0,1
2018-01-07 16:45:51.0,19.70,20.90,64.80,73.70,4,0,1
2018-01-07 16:46:02.0,19.70,20.90,64.80,73.90,4,0,1
2018-01-07 16:46:13.0,19.70,20.90,64.80,74.20,4,0,1
2018-01-07 16:46:24.0,19.70,20.90,64.80,74.40,4,0,1
2018-01-07 16:46:34.0,19.70,20.90,64.80,74.60,4,0,1
2018-01-07 16:46:45.0,19.70,20.90,64.80,74.70,4,0,1
2018-01-07 16:46:56.0,19.70,20.90,64.80,74.90,4,0,1
2018-01-07 16:47:06.0,19.70,20.90,64.80,75.50,4,0,1
2018-01-07 16:47:17.0,19.70,20.90,64.80,75.80,4,0,1
2018-01-07 16:47:28.0,19.70,20.90,64.80,76.30,4,0,1
2018-01-07 16:47:38.0,19.70,20.90,64.80,76.60,4,0,1
2018-01-07 16:47:49.0,19.70,20.90,64.80,76.90,4,0,1
2018-01-07 16:48:00.0,19.70,20.90,64.80,77.10,4,0,1
2018-01-07 16:48:11.0,19.70,20.90,64.80,77.60,4,0,1
2018-01-07 16:48:21.0,19.70,20.90,64.80,77.90,4,0,1
2018-01-07 16:48:32.0,19.70,20.90,64.80,77.90,4,0,1
2018-01-07 16:48:43.0,19.70,20.90,64.80,78.10,4,0,1
2018-01-07 16:48:53.0,19.70,20.90,64.80,78.60,4,0,1
2018-01-07 16:49:04.0,19.70,20.90,64.80,78.80,4,0,1
2018-01-07 16:49:14.0,19.70,20.90,64.80,79.20,4,0,1
2018-01-07 16:49:25.0,19.70,20.90,64.80,79.40,4,0,1
2018-01-07 16:49:36.0,19.70,20.90,64.80,79.70,4,0,1
2018-01-07 16:49:46.0,19.70,20.90,64.80,80.00,4,0,1
2018-01-07 16:49:57.0,19.70,20.90,64.80,80.30,4,0,1
2018-01-07 16:50:08.0,19.70,20.90,64.70,80.70,4,0,0
2018-01-07 16:50:18.0,19.70,20.90,64.70,81.20,4,0,0
2018-01-07 16:50:29.0,19.70,20.90,64.80,81.70,4,0,0
2018-01-07 16:50:39.0,19.70,20.90,64.80,82.10,4,0,0
2018-01-07 16:50:50.0,19.70,20.90,64.80,82.40,4,0,0
2018-01-07 16:51:01.0,19.70,20.90,64.80,82.90,4,0,0
2018-01-07 16:51:11.0,19.70,20.90,64.80,83.10,4,0,0
2018-01-07 16:51:22.0,19.70,20.90,64.80,83.40,4,0,0
2018-01-07 16:51:33.0,19.70,20.90,64.80,83.70,4,0,0
2018-01-07 16:51:43.0,19.70,20.90,64.70,84.10,4,0,0
2018-01-07 16:51:54.0,19.70,20.90,64.70,84.50,4,0,0
2018-01-07 16:52:05.0,19.70,20.90,64.70,85.00,4,0,0
2018-01-07 16:52:16.0,19.70,20.90,64.70,84.90,4,0,0
2018-01-07 16:52:27.0,19.80,20.90,64.70,85.10,4,0,0
2018-01-07 16:52:38.0,19.70,20.90,64.70,85.40,4,0,0
2018-01-07 16:52:48.0,19.80,20.90,64.70,85.30,4,0,0
2018-01-07 16:52:59.0,19.80,20.90,64.70,85.70,4,0,0
2018-01-07 16:53:10.0,19.80,20.90,64.70,85.80,4,0,0
2018-01-07 16:53:21.0,19.80,20.90,64.70,85.90,4,0,0
2018-01-07 16:53:32.0,19.80,20.90,64.60,86.30,4,0,0
2018-01-07 16:53:43.0,19.80,20.90,64.60,86.70,4,0,0
2018-01-07 16:53:53.0,19.80,20.90,64.60,87.40,4,0,0
2018-01-07 16:54:04.0,19.80,20.90,64.60,87.40,4,0,0
2018-01-07 16:54:15.0,19.80,20.90,64.60,87.90,4,0,0
2018-01-07 16:54:26.0,19.80,20.90,64.60,88.30,4,0,0
2018-01-07 16:54:37.0,19.80,20.90,64.60,88.50,4,0,0
2018-01-07 16:54:48.0,19.80,20.90,64.60,89.10,4,0,0
2018-01-07 16:54:58.0,19.80,20.90,64.60,89.30,4,0,0
2018-01-07 16:55:09.0,19.80,20.90,64.60,89.50,4,1,0
2018-01-07 16:55:20.0,19.80,20.90,64.50,89.80,4,1,0
2018-01-07 16:55:31.0,19.80,20.90,64.50,90.10,4,1,0
2018-01-07 16:55:42.0,19.80,20.90,64.50,90.50,4,1,0
2018-01-07 16:55:53.0,19.80,20.90,64.50,90.80,4,1,0
2018-01-07 16:56:04.0,19.80,20.90,64.50,91.10,4,1,0
2018-01-07 16:56:14.0,19.80,20.90,64.50,91.10,4,1,0
2018-01-07 16:56:25.0,19.80,20.90,64.40,91.20,4,1,0
2018-01-07 16:56:36.0,19.80,20.90,64.40,91.40,4,1,0
2018-01-07 16:56:47.0,19.80,20.90,64.30,91.40,4,1,0
2018-01-07 16:56:58.0,19.80,20.90,64.30,91.30,4,1,0
2018-01-07 16:57:09.0,19.80,20.90,64.20,90.90,4,1,0
2018-01-07 16:57:20.0,19.80,20.90,64.10,90.50,4,1,0
2018-01-07 16:57:31.0,19.80,20.90,64.10,90.20,4,1,0
2018-01-07 16:57:42.0,19.80,20.90,64.10,90.00,4,1,0
2018-01-07 16:57:52.0,19.80,20.90,64.00,89.70,4,1,0
2018-01-07 16:58:03.0,19.80,20.90,64.00,89.40,4,1,0
2018-01-07 16:58:14.0,19.80,20.90,64.00,88.90,4,1,0
2018-01-07 16:58:25.0,19.80,20.90,64.00,88.30,4,1,0
2018-01-07 16:58:35.0,19.80,20.90,63.90,87.90,4,1,0
2018-01-07 16:58:46.0,19.80,20.90,64.00,87.70,4,1,0
2018-01-07 16:58:57.0,19.80,20.90,63.90,87.30,4,1,0
2018-01-07 16:59:08.0,19.80,20.90,63.90,87.10,4,1,0
2018-01-07 16:59:18.0,19.80,20.90,63.90,86.70,4,1,0
2018-01-07 16:59:29.0,19.80,20.90,63.90,86.30,4,1,0
2018-01-07 16:59:40.0,19.80,20.90,63.90,86.00,4,1,0
2018-01-07 16:59:51.0,19.80,20.90,63.90,85.50,4,1,0
2018-01-07 17:00:02.0,19.90,20.90,63.80,85.30,4,1,1
2018-01-07 17:00:13.0,19.80,20.90,63.80,84.70,4,1,1
2018-01-07 17:00:23.0,19.80,20.90,63.70,84.10,4,1,1
2018-01-07 17:00:34.0,19.80,20.90,63.80,84.10,4,1,1
2018-01-07 17:00:45.0,19.80,20.90,63.80,84.10,4,1,1
2018-01-07 17:01:01.0,19.90,20.90,63.80,83.40,4,1,1
2018-01-07 17:01:11.0,19.80,20.90,63.80,83.20,4,1,1
2018-01-07 17:01:21.0,19.80,20.90,63.80,83.10,4,1,1
2018-01-07 17:01:32.0,19.90,20.90,63.90,82.90,4,1,1
2018-01-07 17:01:43.0,19.80,20.90,64.00,83.00,4,1,1
2018-01-07 17:01:54.0,19.80,20.90,64.00,83.20,4,1,1
2018-01-07 17:02:05.0,19.80,20.90,64.00,83.00,4,1,1
2018-01-07 17:02:16.0,19.80,20.90,63.90,82.90,4,1,1
2018-01-07 17:02:26.0,19.80,20.90,63.90,82.70,4,1,1
2018-01-07 17:02:37.0,19.90,20.90,63.90,82.70,4,1,1
2018-01-07 17:02:48.0,19.90,20.90,64.00,82.80,4,1,1
2018-01-07 17:02:59.0,19.90,20.90,63.90,82.90,4,1,1
2018-01-07 17:03:10.0,19.90,20.90,63.90,83.00,4,1,1
2018-01-07 17:03:21.0,19.90,20.90,63.90,83.20,4,1,1
2018-01-07 17:03:31.0,19.90,20.90,63.90,83.20,4,1,1
2018-01-07 17:03:42.0,19.90,20.90,63.90,83.10,4,1,1
2018-01-07 17:03:53.0,19.90,20.90,63.90,83.10,4,1,1
2018-01-07 17:04:04.0,19.90,20.90,63.90,83.40,4,1,1
2018-01-07 17:04:15.0,19.90,20.90,63.90,83.40,4,1,1
2018-01-07 17:04:25.0,19.90,20.90,63.90,83.50,4,1,1
2018-01-07 17:04:37.0,19.90,20.90,63.90,83.90,4,1,1
2018-01-07 17:04:47.0,19.90,20.90,63.90,83.70,4,1,1
2018-01-07 17:04:58.0,19.90,20.90,63.90,83.60,4,1,1
2018-01-07 17:05:09.0,19.90,20.90,63.90,83.40,4,1,1
2018-01-07 17:05:20.0,19.90,20.90,63.90,83.20,4,1,1
2018-01-07 17:05:31.0,19.90,20.90,63.80,83.40,4,1,1
2018-01-07 17:05:42.0,19.90,20.90,63.80,83.50,4,1,1
2018-01-07 17:05:52.0,19.90,20.90,63.80,83.60,4,1,1
2018-01-07 17:06:03.0,19.90,20.90,63.80,83.50,4,1,1
2018-01-07 17:06:14.0,19.90,20.90,63.80,83.50,4,1,1
2018-01-07 17:06:25.0,19.90,20.90,63.80,83.60,4,1,1
2018-01-07 17:06:36.0,19.90,20.90,63.80,83.60,4,1,1
2018-01-07 17:06:47.0,19.90,20.90,63.80,83.60,4,1,1
2018-01-07 17:06:58.0,19.90,20.90,63.80,83.60,4,1,1
2018-01-07 17:07:08.0,19.90,20.90,63.80,83.40,4,1,1
2018-01-07 17:07:19.0,19.90,20.90,63.70,83.50,4,1,1
2018-01-07 17:07:30.0,19.90,20.90,63.70,83.70,4,1,1
2018-01-07 17:07:41.0,19.90,20.90,63.70,83.70,4,1,1
2018-01-07 17:07:52.0,19.90,20.90,63.70,83.80,4,1,1
2018-01-07 17:08:03.0,19.90,20.90,63.70,83.70,4,1,1
2018-01-07 17:08:13.0,19.90,20.90,63.60,83.70,4,1,1
2018-01-07 17:08:24.0,19.90,20.90,63.60,83.40,4,1,1
